,Listing ID,S,Sub Type,St#,St Name,City,MLS Area,SLC,L/C Price,Price Per Square Foot,Br/Ba,Sqft,YrBuilt,LSqft/Ac,DOM/CDOM,View YN,Pool Private YN,BAC,Contract Status Change Date,MLS,County 
501,SR19151600,S,SFR/D,5041,Range View AVE  ,HDPK,632,STD,"$867,000 ",$578.00 ,"3/2,0,0,0",1500/S,1923/PUB,"5,219/0.1198",11/120,Y,N,2.5,8/2/19,CRIS,Los Angeles
501,PW19147174,S,SFR/D,6209,Vidette ST  ,LA,632,STD,"$920,000 ","$1,256.83 ","2/2,0,0,0",732/A,1926/ASR,"4,783/0.1098",6-Jun,Y,N,2.5,8/6/19,CRMLSM,Los Angeles
501,DW19149132,S,SFR/D,6010,Springvale DR  ,LA,632,STD,"$982,000 ",$878.35 ,"3/2,0,0,0",1118/T,1918/PUB,"7,346/0.1686",8-Aug,Y,N,2.5,7/31/19,CRMLSM,Los Angeles
501,AR19153856,S,SFR/D,15641,Alwood ST  ,LPUE,633,STD,"$410,000 ",$355.90 ,"3/2,0,0,0",1152/P,1956/PUB,"7,498/0.1721",10/122,N,N,2.5,7/18/19,CRMLSM,Los Angeles
501,WS19149924,S,SFR/D,18132,Northam ST  ,LPUE,633,STD,"$443,000 ",$432.20 ,"3/2,0,0,0",1025/A,1960/ASR,"5,978/0.1372",22/22,N,N,2.5,9/18/19,CRMLSM,Los Angeles
501,DW19138437,S,SFR/D,14017,Donaldale ST  ,LPUE,633,STD,"$467,000 ",$415.48 ,"3/2,0,0,0",1124/A,1955/ASR,"6,027/0.1384",11-Nov,N,N,2,8/13/19,CRMLSM,Los Angeles
501,CV19155465,S,SFR/D,212 S,Sandalwood AVE  ,LPUE,633,STD,"$470,000 ",$321.04 ,"4/2,0,0,0",1464/A,1954/ASR,"6,498/0.1492",12-Dec,N,N,2,9/9/19,CRMLSM,Los Angeles
501,MB19140861,S,SFR/D,18230,Lanaca ST  ,LPUE,633,STD,"$470,000 ",$447.62 ,"3/2,0,0,0",1050/A,1960/ASR,"5,890/0.1352",19/19,Y,N,2.5,8/19/19,CRMLSM,Los Angeles
501,SR19133801,S,SFR/D,13638,Ector ST  ,LPUE,633,STD,"$473,000 ",$312.21 ,"4/2,0,0,0",1515/A,1954/ASR,"5,981/0.1373",67/67,Y,Y,2.25,9/18/19,CRIS,Los Angeles
501,SR19141330,S,SFR/D,639 N,Nantes AVE  ,LPUE,633,STD,"$475,000 ",$469.37 ,"3/2,0,0,0",1012/A,1955/ASR,"8,251/0.1894",41/41,N,N,2.5,8/22/19,CRIS,Los Angeles
501,WS19144901,S,SFR/D,502,Radway AVE  ,LPUE,633,STD,"$480,000 ",$398.67 ,"4/2,0,0,0",1204/A,1955/ASR,"5,976/0.1372",34/34,N,N,2,8/28/19,CRMLSM,Los Angeles
501,CV19147458,S,SFR/D,1009,Pontenova AVE  ,LPUE,633,STD,"$485,000 ",$439.31 ,"3/1,0,0,0",1104/A,1954/ASR,"5,774/0.1326",48/48,N,N,3,9/13/19,CRMLSM,Los Angeles
501,DW19136970,S,SFR/D,16802,Doublegrove ST  ,LPUE,633,STD,"$488,000 ",$444.44 ,"3/1,0,0,0",1098/A,1954/ASR,"7,686/0.1764",15/15,Y,N,2,8/2/19,CRMLSM,Los Angeles
501,WS19135967,S,SFR/D,17527,Salais ST  ,LPUE,633,STD,"$499,000 ",$302.06 ,"4/2,0,0,0",1652/A,1991/ASR,"6,555/0.1505",18/18,Y,N,2.5,8/20/19,CRMLSM,Los Angeles
501,TR19158156,S,SFR/D,1363,Cloverglen DR  ,LPUE,633,STD,"$505,000 ",$451.70 ,"3/2,0,0,0",1118/A,1964/ASR,"6,719/0.1542",20/20,N,N,2,8/28/19,CRMLSM,Los Angeles
501,AR19141941,S,SFR/D,15924,Hill ST  ,LPUE,633,STD,"$510,000 ",$396.27 ,"3/2,0,0,0",1287/A,1961/ASR,"8,375/0.1923",46/46,Y,N,2,8/21/19,CRMLSM,Los Angeles
501,CV19138456,S,SFR/D,848,Meeker AVE  ,LPUE,633,STD,"$515,000 ",$366.03 ,"3/1,0,1,0",1407/A,1956/ASR,"5,862/0.1346",21/21,Y,N,2.5,8/27/19,CRMLSM,Los Angeles
501,DW19156644,S,SFR/A,14516,Donaldale ST  ,LPUE,633,STD,"$525,000 ",$347.22 ,"3/2,0,0,0",1512/A,1957/ASR,"7,545/0.1732",24/24,N,Y,2.5,8/23/19,CRMLSM,Los Angeles
501,SR19156962,S,SFR/D,15708,Pocono ST  ,LPUE,633,STD,"$526,000 ",$359.04 ,"4/0,2,0,0",1465/A,1954/PUB,"5,995/0.1376",9-Sep,Y,N,2.5,8/30/19,CRIS,Los Angeles
501,CV19135362,S,SFR/D,1059,Willow AVE  ,LPUE,633,STD,"$530,000 ",$417.65 ,"4/2,0,0,0",1269/A,1956/ASR,"6,137/0.1409",4-Apr,N,Y,2,7/26/19,CRMLSM,Los Angeles
501,TR19156497,S,SFR/D,566,Faxina AVE  ,LPUE,633,STD,"$545,000 ",$327.72 ,"3/2,0,1,0",1663/A,1963/ASR,"6,605/0.1516",6-Jun,N,N,2,8/23/19,CRMLSM,Los Angeles
501,TR19159463,S,SFR/D,825,Cow Creek CT  ,LPUE,633,STD,"$579,900 ",$442.00 ,"4/2,0,0,0",1312/A,1979/ASR,"10,200/0.2342",24/24,N,N,2.25,8/28/19,CRMLSM,Los Angeles
501,WS19134811,S,SFR/D,1127,Fairview DR  ,LCF,634,STD,"$799,000 ",$887.78 ,"2/1,1,0,0",900/E,1939/PUB,"6,836/0.1569",40/40,N,N,2.5,8/16/19,CRMLSM,Los Angeles
501,BB19135858,S,SFR/D,2922,Piedmont AVE  ,GD,635,STD,"$700,000 ",$806.45 ,"2/1,0,0,0",868/A,1945/ASR,"4,396/0.1009",6-Jun,Y,Y,2.5,7/11/19,CRMLSM,Los Angeles
501,PW19145770,S,SFR/D,2021,Broadview DR  ,GD,635,STD,"$705,000 ",$752.40 ,"2/1,0,0,0",937/A,1938/ASR,"6,471/0.1486",0/0,N,N,3,7/18/19,CRMLSM,Los Angeles
501,AR19144291,S,SFR/A,4347,Dunsmore AVE  ,LACR,635,STD,"$840,000 ",$398.86 ,"4/2,0,0,1",2106/T,1924/ASR,"7,691/0.1766",9-Sep,Y,N,2,8/6/19,CRMLSM,Los Angeles
501,OC19135824,S,SFR/D,3718,Altura AVE  ,LACR,635,STD,"$865,000 ",$632.31 ,"2/2,0,0,0",1368/A,1951/PUB,"8,248/0.1893",7-Jul,Y,N,2,7/18/19,CRMLSM,Los Angeles
501,WS19136633,S,SFR/D,3611,El Lado DR  ,GD,635,STD,"$930,000 ",$536.33 ,"3/1,1,0,0",1734/A,1953/ASR,"9,140/0.2098",37/37,Y,N,2.5,8/6/19,CRMLSM,Los Angeles
501,SR19135605,S,SFR/D,3633,Sierra Vista AVE  ,GD,635,STD,"$1,100,000 ",$491.95 ,"3/1,1,1,0",2236/A,1940/ASR,"6,495/0.1491",2-Feb,Y,N,2.5,7/12/19,CRIS,Los Angeles
501,SR19146550,S,SFR/D,2251,Lyric AVE  ,LA,637,STD,"$1,300,000 ",$722.22 ,"4/2,0,0,0",1800/S,1965/ASR,"5,857/0.1345",56/56,Y,N,2.5,9/16/19,CRIS,Los Angeles
501,CV19154236,S,SFR/D,252,Pamela RD  ,MNRO,639,STD,"$544,500 ",$465.78 ,"3/1,0,0,0",1169/A,1948/ASR,"7,212/0.1656",9-Sep,N,N,3,8/28/19,CRMLSM,Los Angeles
501,CV19134154,S,SFR/D,1016,Norumbega DR  ,MNRO,639,STD,"$591,000 ",$506.86 ,"3/1,0,0,0",1166/A,1957/ASR,"22,523/0.5171",68/68,Y,N,2,9/11/19,CRMLSM,Los Angeles
501,CV19144737,S,SFR/D,2533,Rochelle AVE  ,MNRO,639,STD,"$650,000 ",$389.45 ,"4/2,0,0,0",1669/A,1948/ASR,"7,075/0.1624",12-Dec,Y,N,2,8/29/19,CRMLSM,Los Angeles
501,WS19149021,S,SFR/D,513 E,Cherry AVE  ,MNRO,639,STD,"$655,000 ",$519.02 ,"4/1,0,1,0",1262/A,1955/ASR,"6,771/0.1554",0/176,Y,N,2,7/19/19,CRMLSM,Los Angeles
501,WS19154951,S,SFR/D,2438,Rochelle AVE  ,MNRO,639,STD,"$682,000 ",$631.48 ,"3/1,1,0,0",1080/A,1948/PUB,"7,500/0.1722",7-Jul,N,Y,2.5,8/15/19,CRMLSM,Los Angeles
501,AR19140478,S,SFR/D,220,May AVE  ,MNRO,639,STD,"$760,000 ",$662.60 ,"2/1,0,0,0",1147/A,1938/ASR,"6,287/0.1443",13/13,Y,N,2,7/25/19,CRMLSM,Los Angeles
501,AR19133066,S,SFR/D,132 W,Altern ST  ,MNRO,639,STD,"$788,000 ",$415.61 ,"3/2,0,0,0",1896/T,1948/PUB,"7,978/0.1831",5-May,Y,N,2.5,7/19/19,CRMLSM,Los Angeles
501,AR19146795,S,SFR/D,1008,Orange AVE  ,MNRO,639,STD,"$866,000 ",$527.73 ,"3/2,0,0,0",1641/A,1961/ASR,"6,108/0.1402",11-Nov,Y,N,2.5,8/1/19,CRMLSM,Los Angeles
501,AR19140783,S,SFR/D,524,Hacienda DR  ,MNRO,639,STD,"$870,000 ",$506.70 ,"3/1,1,0,0",1717/A,1949/ASR,"7,549/0.1733",7-Jul,Y,Y,2.5,8/23/19,CRMLSM,Los Angeles
501,PF19137205,S,SFR/D,327,Stedman PL  ,MNRO,639,STD,"$1,070,000 ",$524.51 ,"3/2,0,1,0",2040/S,1922/PUB,"6,976/0.1601",16/16,Y,N,2.5,7/25/19,CRMLSM,Los Angeles
501,AR19133148,S,SFR/D,1031,Berry AVE  ,MNRO,639,STD,"$1,270,000 ",$535.41 ,"4/3,0,0,0",2372/T,1937/ASR,"17,446/0.4005",21/21,Y,N,2.5,7/29/19,CRMLSM,Los Angeles
501,MB19137512,S,SFR/D,2421,Findlay AVE  ,MP,641,STD,"$485,000 ",$561.99 ,"2/1,0,0,0",863/A,1949/PUB,"5,077/0.1166",24/190,N,,3.5,8/8/19,CRMLSM,Los Angeles
501,PW19157074,S,SFR/D,2332,Hendricks AVE  ,MP,641,STD,"$535,000 ",$588.56 ,"2/1,0,0,0",909/A,1947/ASR,"5,464/0.1254",8-Aug,N,N,2.5,8/13/19,CRMLSM,Los Angeles
501,WS19143044,S,SFR/D,712 W,Graves AVE  ,MP,641,STD,"$550,000 ",$650.12 ,"2/1,0,0,0",846/A,1941/PUB,"6,212/0.1426",8-Aug,N,N,2.5,8/6/19,CRMLSM,Los Angeles
501,WS19133733,S,SFR/D,726,Harding AVE  ,MP,641,STD,"$738,000 ",$467.68 ,"3/2,0,0,0",1578/A,1947/ASR,"6,913/0.1587",38/38,N,N,2,8/5/19,CRMLSM,Los Angeles
501,DW19159635,S,SFR/D,615 S,Garfield AVE  ,MP,641,STD,"$749,000 ",$442.67 ,"3/3,0,0,0",1692/A,1951/ASR,"6,048/0.1388",16/16,Y,N,2,8/20/19,CRMLSM,Los Angeles
501,DW19148537,S,SFR/D,1817,Cielito AVE  ,MP,641,STD,"$755,000 ",$585.27 ,"3/2,0,0,0",1290/A,1950/ASR,"6,022/0.1382",1-Jan,Y,N,2,8/23/19,CRMLSM,Los Angeles
501,OC19141595,S,SFR/D,1340,Ridgecrest ST  ,MP,641,STD,"$848,000 ",$608.32 ,"3/2,0,0,0",1394/A,1957/ASR,"6,673/0.1532",11-Nov,Y,N,2.5,7/25/19,CRMLSM,Los Angeles
501,WS19158441,S,SFR/D,327,Ladera ST  ,MP,641,STD,"$850,000 ",$629.63 ,"3/0,2,0,0",1350/A,1961/ASR,"9,540/0.219",12-Dec,Y,N,2.5,8/22/19,CRMLSM,Los Angeles
501,AR19146737,S,SFR/D,1667,Bluffhill DR  ,MP,641,STD,"$920,000 ",$562.69 ,"4/1,1,0,0",1635/A,1959/ASR,"15,258/0.3503",20/20,Y,Y,2,8/12/19,CRMLSM,Los Angeles
501,AR19133108,S,SFR/D,191,Roca WAY  ,MP,641,STD,"$1,054,000 ",$319.78 ,"5/3,0,0,0",3296/A,1974/ASR,"9,866/0.2265",48/48,Y,Y,2.5,9/25/19,CRMLSM,Los Angeles
501,WS19144207,S,SFR/D,1410,Sunset AVE  ,PAS,645,STD,"$590,000 ",$723.04 ,"2/1,0,0,0",816/A,1924/PUB,"4,510/0.1035",7-Jul,N,N,2.5,7/25/19,CRMLSM,Los Angeles
501,PW19144443,S,SFR/D,1020 N,Oakland AVE  ,PAS,645,STD,"$595,000 ",$643.24 ,"2/1,0,0,0",925/A,1964/ASR,"3,138/0.072",36/36,N,N,2.5,8/22/19,CRMLSM,Los Angeles
501,WS19133736,S,SFR/D,2051,Navarro AVE  ,PAS,645,STD,"$650,000 ",$681.34 ,"3/1,0,0,0",954/A,1924/ASR,"7,444/0.1709",6-Jun,N,N,2.5,7/10/19,CRMLSM,Los Angeles
501,SR19146515,S,SFR/D,1138,Heather   ,PAS,645,STD,"$675,000 ",$716.56 ,"2/1,0,0,0",942/A,1928/PUB,"3,122/0.0717",16/16,Y,N,2.5,8/13/19,CRIS,Los Angeles
501,SR19138647,S,SFR/D,489 N,Michigan AVE  ,PAS,645,STD,"$1,041,000 ",$441.85 ,"5/4,0,0,0",2356/A,1913/APP,"7,499/0.1722",63/63,Y,N,2.5,9/24/19,CRIS,Los Angeles
501,AR19152538,S,SFR/D,2909 E,Maple ST  ,PAS,646,STD,"$655,000 ",$727.78 ,"2/2,0,0,0",900/A,1976/ASR,"5,963/0.1369",8-Aug,N,N,2.5,7/30/19,CRMLSM,Los Angeles
501,MB19151256,S,SFR/D,3735,Corta Calle ST  ,PAS,646,STD,"$800,000 ",$518.13 ,"4/2,0,0,0",1544/E,1940/ASR,"5,348/0.1228",41/41,Y,N,2,8/29/19,CRMLSM,Los Angeles
501,AR19152904,S,SFR/D,2116 E,Dudley ST  ,PAS,646,STD,"$840,000 ",$533.33 ,"3/1,1,0,0",1575/A,1937/ASR,"7,478/0.1717",36/36,Y,Y,2.5,8/24/19,CRMLSM,Los Angeles
501,OC19133322,S,SFR/D,524,Herbert ST  ,PAS,646,STD,"$943,000 ",$469.39 ,"2/2,0,0,0",2009/A,1909/ASR,"7,501/0.1722",Jul-69,Y,N,2.5,7/12/19,CRMLSM,Los Angeles
501,WS19137640,S,SFR/D,955,Cynthia AVE  ,PAS,646,STD,"$976,000 ",$589.73 ,"3/2,0,0,0",1655/P,1951/ASR,"7,216/0.1657",15/15,Y,Y,2,7/19/19,CRMLSM,Los Angeles
501,CV19140847,S,SFR/D,2806 E,Orange Grove BLVD  ,PAS,646,STD,"$1,068,000 ",$577.30 ,"3/0,2,0,0",1850/A,1947/ASR,"8,190/0.188",25/25,Y,N,2.5,8/14/19,CRMLSM,Los Angeles
501,AR19142453,S,SFR/D,3765,Startouch DR  ,PAS,646,STD,"$1,375,000 ",$703.68 ,"4/1,2,0,0",1954/A,1956/ASR,"8,841/0.203",9-Sep,Y,N,2.5,7/31/19,CRMLSM,Los Angeles
501,SR19133917,S,SFR/D,1151 N,Holliston AVE  ,PAS,646,STD,"$1,378,000 ",$574.17 ,"4/3,0,0,0",2400/A,1939/ASR,"10,390/0.2385",11-Nov,Y,N,2.5,7/3/19,CRIS,Los Angeles
501,OC19156978,S,SFR/D,3227,Brandon ST  ,PAS,648,STD,"$655,000 ",$592.22 ,"3/2,0,0,0",1106/A,1925/ASR,"4,782/0.1098",64/64,N,N,2.25,9/27/19,CRMLSM,Los Angeles
501,DW19133869,S,SFR/D,3815,Sycamore ST  ,PAS,648,STD,"$780,000 ",$610.81 ,"2/2,0,0,0",1277/A,1930/ASR,"10,836/0.2488",3-Mar,N,N,2.5,6/27/19,CRMLSM,Los Angeles
501,AR19157092,S,SFR/D,260,Virginia AVE  ,PAS,648,STD,"$840,000 ",$750.00 ,"3/2,0,0,0",1120/A,1924/ASR,"7,890/0.1811",50/50,Y,N,2.5,9/14/19,CRMLSM,Los Angeles
501,SR19137734,S,SFR/D,410 S,Virginia AVE  ,PAS,648,"STD,TRUS","$918,000 ",$541.91 ,"3/2,0,0,0",1694/A,1927/ASR,"8,028/0.1843",27/27,Y,N,2,8/23/19,CRIS,Los Angeles
501,SR19133096,S,SFR/D,3799,Sycamore AVE  ,PAS,648,STD,"$1,114,000 ",$583.25 ,"3/2,0,0,0",1910/A,1935/ASR,"14,690/0.3372",22/22,N,N,2.5,7/26/19,CRIS,Los Angeles
501,CV19144451,S,SFR/D,8841,Ibsen ST  ,PR,649,STD,"$355,000 ",$369.02 ,"3/1,0,0,0",962/A,1921/ASR,"4,608/0.1058",23/23,Y,N,2,8/21/19,CRMLSM,Los Angeles
501,MB19139922,S,SFR/D,4029,Maris AVE  ,PR,649,STD,"$380,000 ",$475.00 ,"3/1,0,0,0",800/A,1930/ASR,"5,880/0.135",22/22,N,N,2.5,8/6/19,CRMLSM,Los Angeles
501,TR19154822,S,SFR/A,4325,Layman AVE  ,PR,649,"STD,TRUS","$460,000 ",$433.96 ,"3/1,0,0,0",1060/A,1952/PUB,"5,200/0.1194",6-Jun,N,N,3,8/9/19,CRMLSM,Los Angeles
501,DW19159872,S,SFR/A,7127,Eglise AVE  ,PR,649,STD,"$475,000 ",$468.44 ,"2/1,0,0,0",1014/A,1949/ASR,"5,920/0.1359",11-Nov,N,N,2,8/9/19,CRMLSM,Los Angeles
501,DW19136208,S,SFR/D,9812,Whiteland ST  ,PR,649,STD,"$485,000 ",$412.41 ,"2/1,0,0,0",1176/A,1950/ASR,"5,461/0.1254",19/19,N,N,2,8/16/19,CRMLSM,Los Angeles
501,IV19137944,S,SFR/D,3235,Sandoval AVE  ,PR,649,STD,"$490,000 ",$428.70 ,"3/1,0,0,0",1143/A,1957/ASR,"5,585/0.1282",12-Dec,Y,N,2,8/23/19,CRMLSM,Los Angeles
501,MB19152006,S,SFR/A,4132,Columbia AVE  ,PR,649,STD,"$495,000 ",$495.00 ,"3/2,0,0,0",1000/O,1950/ASR,"4,991/0.1146",34/34,N,N,2,9/16/19,CRMLSM,Los Angeles
501,DW19156310,S,SFR/D,9302,Nan ST  ,PR,649,STD,"$495,000 ",$464.35 ,"3/1,0,1,0",1066/A,1949/ASR,"5,704/0.1309",31/31,N,N,3,9/25/19,CRMLSM,Los Angeles
501,PW19136265,S,SFR/D,3933,Aleman AVE  ,PR,649,STD,"$500,000 ",$363.90 ,"3/1,0,1,0",1374/A,1953/ASR,"5,983/0.1374",6-Jun,N,N,2.5,7/16/19,CRMLSM,Los Angeles
501,PW19155889,S,SFR/D,9529,Sunglow ST  ,PR,649,STD,"$530,000 ",$343.04 ,"3/2,0,0,0",1545/A,1950/ASR,"5,396/0.1239",11-Nov,N,N,2.5,8/21/19,CRMLSM,Los Angeles
501,CV19148852,S,SFR/D,9502,Abbotsford RD  ,PR,649,STD,"$600,000 ",$469.48 ,"3/2,0,0,0",1278/A,1949/PUB,"6,091/0.1398",5-May,Y,Y,2,8/9/19,CRMLSM,Los Angeles
501,MB19153711,S,SFR/D,9624,Mines AVE  ,PR,649,STD,"$655,000 ",$272.80 ,"4/3,0,0,0",2401/A,1956/ASR,"5,974/0.1371",19/19,Y,N,2,8/23/19,CRMLSM,Los Angeles
501,AR19140679,S,SFR/D,8102,Fern AVE  ,RSMD,651,STD,"$515,000 ",$510.91 ,"3/1,0,0,0",1008/A,1925/ASR,"5,562/0.1277",12-Dec,Y,N,2,8/5/19,CRMLSM,Los Angeles
501,WS19140330,S,SFR/D,7608,Hellman AVE  ,RSMD,651,STD,"$549,000 ",$628.87 ,"2/1,0,0,0",873/A,1949/ASR,"5,372/0.1233",6-Jun,N,N,2,7/31/19,CRMLSM,Los Angeles
501,TR19143132,S,SFR/D,9524,Steele ST  ,RSMD,651,STD,"$600,000 ",$607.90 ,"3/1,0,0,0",987/A,1949/ASR,"8,574/0.1968",6-Jun,Y,N,2.5,7/30/19,CRMLSM,Los Angeles
501,MB19136327,S,SFR/D,1812,Gladys AVE  ,RSMD,651,STD,"$600,000 ",$506.76 ,"3/2,0,0,0",1184/A,1963/PUB,"4,845/0.1112",6-Jun,Y,N,2.5,7/5/19,CRMLSM,Los Angeles
501,OC19143019,S,SFR/D,8253,Artson ST  ,RSMD,651,STD,"$625,000 ",$391.11 ,"3/2,0,0,0",1598/A,1942/APP,"6,630/0.1522",9-Sep,N,N,2.5,8/15/19,CRMLSM,Los Angeles
501,CV19156314,S ,SFR/D,3913,Gernert AVE  ,RSMD,651,STD,"$662,000 ",$544.41 ,"3/1,0,0,1",1216/A,1949/ASR,"8,750/0.2009",14/14,N,N,2.5,8/30/19,CRMLSM,Los Angeles
501,WS19139279,S,SFR/D,1800,Eckhart AVE  ,RSMD,651,STD,"$1,098,000 ",$375.13 ,"4/3,1,0,0",2927/A,2012/APP,"7,471/0.1715",26/26,Y,N,2,8/21/19,CRMLSM,Los Angeles
501,PW19157747,S,SFR/D,18622,Bellorita ST  ,ROW,652,STD,"$525,000 ",$468.75 ,"3/2,0,0,0",1120/A,1960/PUB,"6,251/0.1435",4-Apr,N,N,2,8/7/19,CRMLSM,Los Angeles
501,WS19138567,S,SFR/D,1837,Paso Real AVE  ,ROW,652,STD,"$560,000 ",$444.80 ,"4/2,0,0,0",1259/A,1961/ASR,"5,835/0.134",31/31,Y,Y,2,9/4/19,CRMLSM,Los Angeles
501,PW19149550,S,SFR/D,18716,Agurio St   ,ROW,652,STD,"$565,000 ",$463.49 ,"3/2,0,0,0",1219/A,1961/ASR,"7,010/0.1609",30/30,Y,N,2.25,8/13/19,CRMLSM,Los Angeles
501,CV19156570,S,SFR/D,2227,Paso Real AVE  ,ROW,652,STD,"$585,000 ",$443.52 ,"3/1,1,0,0",1319/A,1963/ASR,"6,385/0.1466",28/28,Y,Y,2,9/19/19,CRMLSM,Los Angeles
501,CV19146384,S,SFR/D,19610,Searls DR  ,ROW,652,STD,"$615,000 ",$373.18 ,"4/2,0,0,0",1648/A,1972/ASR,"6,434/0.1477",4-Apr,N,N,2.5,8/9/19,CRMLSM,Los Angeles
501,TR19140662,S,SFR/D,1518,Abelian AVE  ,ROW,652,STD,"$615,000 ",$385.34 ,"4/2,0,1,0",1596/A,1965/ASR,"5,957/0.1368",5-May,N,N,2.5,7/18/19,CRMLSM,Los Angeles
501,TR19154048,S,SFR/D,19325,Barroso ST  ,ROW,652,STD,"$670,000 ",$339.41 ,"3/2,0,0,0",1974/A,1964/ASR,"6,305/0.1447",2/141,Y,N,2,8/23/19,CRMLSM,Los Angeles
501,CV19155834,S,SFR/D,2271,Bolanos AVE  ,ROW,652,STD,"$682,880 ",$320.60 ,"4/2,0,1,0",2130/P,1969/PUB,"8,521/0.1956",18/18,Y,N,2,9/6/19,CRMLSM,Los Angeles
501,PW19138762,S,SFR/D,2438,Pepperdale DR  ,ROW,652,STD,"$750,000 ",$382.26 ,"3/3,0,0,0",1962/A,1987/ASR,"14,738/0.3383",9-Sep,N,N,2,7/19/19,CRMLSM,Los Angeles
501,TR19137214,S,SFR/D,2322,Delfs LN  ,ROW,652,STD,"$973,000 ",$360.10 ,"4/2,0,1,0",2702/A,1988/ASR,"11,704/0.2687",9-Sep,Y,Y,2.25,7/25/19,CRMLSM,Los Angeles
501,WS19140149,S,SFR/D,2640,Hayride CT  ,ROW,652,STD,"$976,000 ",$319.79 ,"4/3,0,0,0",3052/A,1984/ASR,"9,802/0.225",15/15,Y,Y,2,8/23/19,CRMLSM,Los Angeles
501,TR19148839,S,SFR/D,2509,Windsor PL  ,ROW,652,STD,"$1,130,000 ",$364.99 ,"4/4,0,0,0",3096/A,1997/ASR,"6,660/0.1529",37/301,Y,N,2,9/17/19,CRMLSM,Los Angeles
501,PW19151311,S,SFR/D,1746,Manor WAY  ,SGAB,654,STD,"$530,000 ",$547.52 ,"3/2,0,0,0",968/A,1926/EST,"5,026/0.1154",8-Aug,Y,N,2,7/29/19,CRMLSM,Los Angeles
501,PW19144094,S,SFR/D,5603,Walnut Grove AVE  ,SGAB,654,STD,"$650,000 ",$452.02 ,"3/2,0,0,0",1438/A,1938/ASR,"7,325/0.1682",34/34,Y,N,2,9/25/19,CRMLSM,Los Angeles
501,WS19159442,S,SFR/D,318,Sunset Ave   ,SGAB,654,STD,"$668,000 ",$554.82 ,"3/1,0,1,0",1204/A,1963/ASR,"7,400/0.1699",3-Mar,N,N,2.5,8/6/19,CRMLSM,Los Angeles
501,CV19143162,S,SFR/D,357,Alahmar   ,SGAB,654,STD,"$690,000 ",$454.55 ,"2/1,0,0,0",1518/A,1940/ASR,"7,425/0.1705",35/35,N,N,2,8/6/19,CRMLSM,Los Angeles
501,AR19152533,S,SFR/D,8832,Emperor AVE  ,SGAB,654,STD,"$732,000 ",$562.64 ,"3/2,0,0,0",1301/A,1960/ASR,"6,917/0.1588",21/21,Y,N,2.5,9/4/19,CRMLSM,Los Angeles
501,CV19135333,S,SFR/D,617,Pearl ST  ,SGAB,654,STD,"$747,000 ",$435.82 ,"3/2,0,0,0",1714/A,1969/ASR,"8,184/0.1879",44/44,N,N,2,8/29/19,CRMLSM,Los Angeles
501,CV19149959,S,SFR/D,9087,Arcadia AVE  ,SGAB,654,STD,"$750,000 ",$420.64 ,"4/1,1,1,0",1783/A,1967/ASR,"5,028/0.1154",36/36,N,N,2,8/30/19,CRMLSM,Los Angeles
501,CV19151960,S,SFR/D,1128 S,Del Mar AVE  ,SGAB,654,STD,"$751,888 ",$515.70 ,"3/2,0,0,0",1458/A,1949/OTH,"9,754/0.2239",12-Dec,Y,N,2.25,7/19/19,CRMLSM,Los Angeles
501,TR19150292,S,SFR/D,9029,Greenwood AVE  ,SGAB,654,STD,"$752,000 ",$532.20 ,"3/2,0,0,0",1413/A,1953/ASR,"6,474/0.1486",16/16,N,N,2,8/13/19,CRMLSM,Los Angeles
501,PF19150119,S,SFR/D,1068 W,Roses RD  ,SGAB,654,STD,"$902,000 ",$622.93 ,"3/1,1,0,0",1448/A,1935/PUB,"6,482/0.1488",14/14,Y,N,2.5,8/13/19,CRMLSM,Los Angeles
501,WS19151524,S,SFR/D,1025,Montecito DR  ,SGAB,654,STD,"$1,180,000 ",$447.48 ,"4/3,0,0,0",2637/A,2010/ASR,"6,701/0.1538",55/55,Y,N,2,9/25/19,CRMLSM,Los Angeles
501,AR19140921,S,SFR/A,8240,Lorain RD  ,SGAB,654,STD,"$1,335,000 ",$533.15 ,"5/3,1,0,0",2504/T,1946/ASR,"12,065/0.277",28/28,Y,N,2.5,8/5/19,CRMLSM,Los Angeles
501,IV19149700,S,SFR/D,2460,Cumberland RD  ,SMRO,655,"STD,TRUS","$1,332,000 ",$635.19 ,"3/2,0,0,0",2097/A,1930/ASR,"8,495/0.195",36/36,N,N,2,9/13/19,CRMLSM,Los Angeles
501,WS19159459,S,SFR/D,1475,Mirasol DR  ,SMRO,655,STD,"$1,520,000 ",$790.02 ,"3/2,0,0,0",1924/A,1926/ASR,"9,495/0.218",9-Sep,Y,Y,2.5,8/22/19,CRMLSM,Los Angeles
501,AR19134012,S,SFR/D,1539,Mirasol DR  ,SMRO,655,STD,"$1,933,888 ",$849.69 ,"3/2,0,0,0",2276/T,1926/ASR,"7,118/0.1634",31/31,N,N,2.5,7/25/19,CRMLSM,Los Angeles
501,AR19144156,S,SFR/D,460,Sierra Keys DR  ,SMAD,656,STD,"$915,000 ",$544.00 ,"3/2,0,0,0",1682/A,1965/ASR,"7,496/0.1721",12-Dec,Y,Y,2.5,7/31/19,CRMLSM,Los Angeles
501,AR19133597,S,SFR/D,228,Olivera LN  ,SMAD,656,STD,"$954,000 ",$457.33 ,"3/1,1,0,0",2086/T,1940/PUB,"15,301/0.3513",3-Mar,N,N,2.5,7/17/19,CRMLSM,Los Angeles
