,Listing ID,S,Sub Type,St#,St Name,City,MLS Area,SLC,L/C Price,Price Per Square Foot,Br/Ba,Sqft,YrBuilt,LSqft/Ac,DOM/CDOM,View YN,Pool Private YN,BAC,Contract Status Change Date,MLS,County
1,RS19143204,A,SFR/D,2100,W 78TH  PL   ,LA,C36,STD,"$695,000 ",$437.93 ,"3/2,0,0,0",1587/A,1926/ASR,"6,705/0.1539",110/110,N,N,2,6/17/19,CRMLSM,Los Angeles
1,DW19236158,A,SFR/D,2418 E,114,LA,C37,STD,"$309,900 ",$593.68 ,"2/1,0,0,0",522/A,1922/ASR,"6,254/0.1436",1-Jan,N,N,2,10/4/19,CRMLSM,Los Angeles
1,SR19214568,A,SFR/D,110 E,77th ST  ,LA,C37,STD,"$349,000 ",$377.71 ,"2/1,0,0,0",924/A,1927/ASR,"3,600/0.0826",27/27,N,N,2,9/8/19,CRIS,Los Angeles
1,IV19230616,A,SFR/D,1104 E,113th ST  ,LA,C37,STD,"$364,990 ",$396.73 ,"3/2,0,0,0",920/A,1966/SLR,"4,352/0.0999",8-Aug,N,N,2.5,9/27/19,CRMLSM,Los Angeles
1,DW19223017,A,SFR/D,9316,Grape ST  ,LA,C37,STD,"$369,900 ",$594.69 ,"2/2,0,0,0",622/A,1924/ASR,"4,500/0.1033",15/15,N,N,3,9/20/19,CRMLSM,Los Angeles
1,RS19146849,A,SFR/D,245 E,111th PL  ,LA,C37,STD,"$379,000 ",$523.48 ,"2/1,0,0,0",724/A,1924/ASR,"3,917/0.0899",86/86,N,N,3,6/20/19,CRMLSM,Los Angeles
1,RS19234258,A,SFR/D,238 E,84th ST  ,LA,C37,STD,"$379,995 ",$463.41 ,"2/1,0,0,0",820/A,1923/ASR,"5,200/0.1194",3-Mar,N,N,3,8/23/19,CRMLSM,Los Angeles
1,DW19233855,A,SFR/D,616 E,97th ST  ,LA,C37,STD,"$379,999 ",$426.97 ,"2/2,0,0,0",890/A,1910/ASR,"4,764/0.1094",4-Apr,Y,N,2.5,10/1/19,CRMLSM,Los Angeles
1,CV19174254,A,SFR/D,751 E,Manchester AVE  ,LA,C37,STD,"$380,000 ",$374.75 ,"3/2,0,0,0",1014/A,1926/APP,"4,000/0.0918",75/100,Y,N,2,7/22/19,CRMLSM,Los Angeles
1,SR19158052,A,SFR/D,8913 S,Fir AVE  ,LA,C37,STD,"$390,000 ",$379.38 ,"3/3,0,0,0",1028/A,1985/ASR,"3,392/0.0779",105/105,Y,N,2,6/22/19,CRIS,Los Angeles
1,RS19154700,A,SFR/D,9223,Juniper ST  ,LA,C37,STD,"$398,000 ",$343.40 ,"3/2,0,0,0",1159/A,1991/ASR,"3,376/0.0775",88/88,N,N,2.5,7/9/19,CRMLSM,Los Angeles
1,DW19199191,A,SFR/D,11319,Monitor AVE  ,LA,C37,STD,"$399,888 ",$531.06 ,"3/1,0,0,0",753/A,1925/ASR,"7,344/0.1686",24/24,N,N,2,8/22/19,CRMLSM,Los Angeles
1,SB19116773,A,SFR/D,714,88th PL  ,LA,C37,STD,"$399,900 ",$430.46 ,"2/1,0,0,0",929/A,1926/ASR,"5,140/0.118",126/126,N,N,2,5/22/19,CRMLSM,Los Angeles
1,SR19196879,A,SFR/D,144 W,115th ST  ,LA,C37,STD,"$399,994 ",$578.03 ,"2/1,0,0,0",692/A,1929/ASR,"2,551/0.0586",50/136,Y,N,2.5,8/16/19,CRIS,Los Angeles
1,PW19215732,A,SFR/D,1234 E,125th ST  ,LA,C37,PRO,"$400,000 ",$591.72 ,"2/1,0,0,0",676/A,1942/ASR,"5,124/0.1176",26/26,N,N,2,9/9/19,CRMLSM,Los Angeles
1,SB19212484,A,SFR/D,11209,Hooper AVE  ,LA,C37,STD,"$405,000 ",$485.03 ,"2/1,0,0,0",835/A,1940/ASR,"4,993/0.1146",32/32,N,N,2.5,9/3/19,CRMLSM,Los Angeles
1,IV19223420,A,SFR/D,11514 S,San Pedro ST  ,LA,C37,STD,"$415,000 ",$501.21 ,"2/1,0,0,0",828/A,1946/ASR,"4,800/0.1102",17/17,N,N,1.5,9/18/19,CRMLSM,Los Angeles
1,DW19233838,A,SFR/D,1226 E,60th ST  ,LA,C37,STD,"$420,000 ",$366.81 ,"3/1,0,0,0",1145/A,1910/ASR,"5,401/0.124",3-Mar,Y,N,2.5,10/2/19,CRMLSM,Los Angeles
1,SR19226801,A,SFR/A,740 E,110th ST  ,LA,C37,STD,"$425,000 ",$356.54 ,"3/2,0,0,0",1192/A,1950/PUB,"4,268/0.098",12-Dec,N,N,2.5,9/23/19,CRIS,Los Angeles
1,RS19151241,A,SFR/D,710 E,137th ST  ,LA,C37,STD,"$425,000 ",$525.34 ,"2/1,0,0,0",809/A,1944/ASR,"5,300/0.1217",102/102,N,N,2,6/25/19,CRMLSM,Los Angeles
1,SB19129898,A,SFR/D,10711,Wilmington AVE  ,LA,C37,STD,"$425,000 ",$221.35 ,"4/2,0,1,0",1920/A,2004/ASR,"2,625/0.0603",116/297,N,N,2.5,6/11/19,CRMLSM,Los Angeles
1,DW19226769,A,SFR/D,718 E,106th ST  ,LA,C37,STD,"$429,900 ",$597.08 ,"3/1,0,0,0",720/A,1946/ASR,"5,200/0.1194",12-Dec,Y,N,2,9/23/19,CRMLSM,Los Angeles
1,RS19235825,A,SFR/D,207 E,81st ST  ,LA,C37,PRO,"$430,000 ",$319.94 ,"4/2,0,0,0",1344/A,1924/ASR,"4,760/0.1093",3-Mar,N,N,2.5,10/2/19,CRMLSM,Los Angeles
1,DW19232221,A,SFR/D,431 W,Gage AVE  ,LA,C37,STD,"$439,900 ",$314.21 ,"2/1,0,0,0",1400/A,1910/ASR,"4,700/0.1079",7-Jul,N,N,2,9/28/19,CRMLSM,Los Angeles
1,SB19207848,A,SFR/A,929 E,90th ST  ,LA,C37,STD,"$449,900 ",$448.55 ,"2/1,0,0,0",1003/A,1956/APP,"5,044/0.1158",37/37,N,N,2.5,8/29/19,CRMLSM,Los Angeles
1,MB19219970,A,SFR/D,1274 E,48th ST  ,LA,C37,STD,"$455,000 ",$363.71 ,"3/1,0,0,0",1251/A,1904/PUB,"4,428/0.1017",22/209,N,N,2,9/13/19,CRMLSM,Los Angeles
1,SB19181378,A,SFR/D,7627 S,Denker AVE  ,LA,C37,STD,"$469,000 ",$406.06 ,"2/1,0,0,0",1155/A,1938/ASR,"5,201/0.1194",68/68,N,N,2,7/29/19,CRMLSM,Los Angeles
1,SB19218943,A,SFR/D,2371,Santa Ana   S,LA,C37,STD,"$475,000 ",$257.73 ,"4/3,0,0,0",1843/A,2008/ASR,"3,604/0.0827",11-Nov,Y,N,2.5,9/24/19,CRMLSM,Los Angeles
1,CV19229745,A,SFR/D,1928 E,114th ST  ,LA,C37,STD,"$479,000 ",$232.19 ,"4/4,0,0,0",2063/A,2014/ASR,"3,453/0.0793",22/22,N,N,2,9/13/19,CRMLSM,Los Angeles
1,DW19204244,A,SFR/D,184 W,43rd ST  ,LA,C37,STD,"$499,000 ",$262.08 ,"4/3,0,0,0",1904/A,1903/ASR,"5,402/0.124",40/40,N,N,2,8/26/19,CRMLSM,Los Angeles
1,DW19194146,A,SFR/D,1663 E,115th ST  ,LA,C37,STD,"$499,000 ",$330.03 ,"4/2,0,0,0",1512/A,1958/ASR,"6,151/0.1412",52/52,N,N,2,8/14/19,CRMLSM,Los Angeles
1,SR19228397,A,SFR/D,898 E,54th ST  ,LA,C37,STD,"$500,000 ",$263.16 ,"5/3,0,1,0",1900/O,1919/ASR,"5,518/0.1267",10-Oct,N,N,2,9/25/19,CRIS,Los Angeles
1,DW19154032,A,SFR/D,616 E,118th PL  ,LA,C37,STD,"$505,000 ",$292.75 ,"4/2,0,0,0",1725/A,1940/ASR,"5,561/0.1277",99/113,N,N,2.5,6/28/19,CRMLSM,Los Angeles
1,PW19220859,A,SFR/D,1386 E,49th ST  ,LA,C37,STD,"$520,000 ",$330.58 ,"4/2,0,0,0",1573/A,1987/ASR,"2,740/0.0629",19/19,N,N,2,9/16/19,CRMLSM,Los Angeles
1,MB19129625,A,SFR/A,641 E,91st ST  ,LA,C37,STD,"$520,000 ",$464.29 ,"3/1,0,0,0",1120/A,1917/ASR,"4,788/0.1099",124/124,N,N,2,6/3/19,CRMLSM,Los Angeles
1,SB19196905,A,SFR/D,1254 E,66th ST  ,LA,C37,PRO,"$524,888 ",$341.72 ,"3/2,0,0,0",1536/A,1923/ASR,"4,633/0.1064",48/171,N,N,2.25,8/18/19,CRMLSM,Los Angeles
1,DW19222033,A,SFR/D,11514,Willowbrook AVE  ,LA,C37,STD,"$540,000 ",$255.68 ,"5/4,0,0,0",2112/A,2015/ASR,"4,931/0.1132",19/19,N,N,2,9/16/19,CRMLSM,Los Angeles
1,WS19180337,A,SFR/D,12221,Athens WAY  ,LA,C37,STD,"$569,000 ",$287.37 ,"5/3,0,0,0",1980/A,2007/ASR,"2,637/0.0605",68/68,Y,N,2.25,7/29/19,CRMLSM,Los Angeles
1,SR19236339,A,SFR/D,316 E,85th ST  ,LA,C37,STD,"$575,000 ",$443.67 ,"3/2,0,0,0",1296/A,1980/ASR,"5,036/0.1156",1-Jan,Y,N,2.25,10/4/19,CRIS,Los Angeles
1,OC19232031,A,SFR/D,812 W,53rd ST  ,LA,C37,STD,"$589,000 ",$495.37 ,"3/2,0,0,0",1189/A,1910/ASR,"5,160/0.1185",5-May,Y,N,2.5,9/30/19,CRMLSM,Los Angeles
1,OC19228616,A,SFR/D,714 W,42nd PL  ,LA,C37,STD,"$599,000 ",$548.53 ,"3/2,0,0,0",1092/E,1909/EST,"4,805/0.1103",9-Sep,N,N,2.5,9/26/19,CRMLSM,Los Angeles
1,SB19231614,A,SFR/D,12854,North Seaglass CIR  ,PLV,C39,STD,"$1,949,000 ",$892.40 ,"3/3,0,1,0",2184/A,2015/ASR,"52,202/1.1984",5-May,Y,N,2.5,9/30/19,CRMLSM,Los Angeles
1,AR19138044,A,SFR/D,217,East 52nd ST  ,LA,C42,STD,"$318,000 ",$621.09 ,"2/1,0,0,0",512/A,1908/ASR,"1,500/0.0344",116/132,Y,N,3,6/11/19,CRMLSM,Los Angeles
1,PW19194915,A,SFR/D,1401 E,59th ST  ,LA,C42,"NOD,PRO","$449,000 ",$393.86 ,"3/1,0,0,0",1140/A,1909/ASR,"5,076/0.1165",50/88,Y,N,3,8/16/19,CRMLSM,Los Angeles
1,CV19162547,A,SFR/D,3741 E,6th ST  ,LA,C42,STD,"$469,000 ",$462.52 ,"2/1,0,0,0",1014/A,1919/ASR,"3,865/0.0887",57/57,N,N,2,7/9/19,CRMLSM,Los Angeles
1,AR19181891,A,SFR/D,1407,Valencia ST  ,LA,C42,STD,"$680,000 ",$464.16 ,"3/2,0,0,0",1465/A,1905/PUB,"6,988/0.1604",45/45,N,N,2,7/31/19,CRMLSM,Los Angeles
1,SR19208039,A,SFR/D,1642 S,Catalina ST  ,LA,C42,STD,"$690,000 ",$383.33 ,"3/2,0,0,0",1800/A,1905/ASR,"4,723/0.1084",36/259,Y,N,2.5,8/30/19,CRIS,Los Angeles
1,SR19236122,A,SFR/D,19778,Northcliff DR  ,CANC,CAN1,STD,"$160,000 ",$122.04 ,"2/2,0,0,0",1311/P,1997/PUB,"3,698/0.0849",2-Feb,Y,N,2.5,10/3/19,CRIS,Los Angeles
1,SR19203823,A,SFR/D,19928,Northcliff DR  ,CANC,CAN1,STD,"$189,900 ",$108.39 ,"3/2,0,0,0",1752/P,1989/PUB,"3,698/0.0849",40/40,Y,N,2.5,8/26/19,CRIS,Los Angeles
1,SR19187075,A,SFR/D,20001,Shadow Island DR  ,CANC,CAN1,STD,"$199,990 ",$115.60 ,"3/2,0,0,0",1730/OTH,1990/EST,"3,500/0.0803",59/59,Y,N,2.5,7/24/19,CRIS,Los Angeles
1,SR19176682,A,SFR/D,20043,Canyon View Drive   ,CANC,CAN1,STD,"$220,000 ",$119.24 ,"3/2,0,0,0",1845/E,1990/PUB,"3,698/0.0849",73/73,Y,N,2.5,7/24/19,CRIS,Los Angeles
1,SR19224416,A,SFR/D,19615,Steinway ST  ,CANC,CAN1,STD,"$535,000 ",$432.15 ,"3/2,0,0,0",1238/A,1963/ASR,"6,175/0.1418",15/15,N,N,2.5,9/20/19,CRIS,Los Angeles
1,SR19235194,A,SFR/D,28047,Meadowcreek RD  ,CANC,CAN1,STD,"$539,900 ",$424.45 ,"4/2,0,0,0",1272/A,1971/ASR,"7,096/0.1629",2-Feb,Y,Y,2.5,10/3/19,CRIS,Los Angeles
1,SR19232675,A,SFR/A,29057,Flowerpark DR  ,CANC,CAN1,STD,"$580,000 ",$341.18 ,"3/2,0,0,0",1700/A,1968/ASR,"14,263/0.3274",4-Apr,Y,N,2.5,10/1/19,CRIS,Los Angeles
1,SR19218801,A,SFR/D,19537,Delight ST  ,CANC,CAN1,STD,"$669,000 ",$223.15 ,"5/3,0,0,0",2998/A,1965/ASR,"6,197/0.1423",23/23,Y,N,2.5,9/12/19,CRIS,Los Angeles
1,SR19226246,A,SFR/D,18058,Beneda LN  ,CANC,CAN1,STD,"$695,000 ",$237.04 ,"4/4,0,0,0",2932/A,1961/ASR,"222,940/5.118",11-Nov,Y,Y,3,9/24/19,CRIS,Los Angeles
1,SR19226217,A,SFR/D,28330,Hawks Ridge DR  ,CANC,CAN1,STD,"$725,000 ",$233.49 ,"4/3,0,0,0",3105/AP,2003/ASR,"10,327/0.2371",9-Sep,Y,N,2.5,9/26/19,CRIS,Los Angeles
1,SR19235516,A,SFR/D,29712,Mums DR  ,CANC,CAN2,STD,"$515,000 ",$341.51 ,"4/2,0,0,0",1508/A,1969/PUB,"7,142/0.164",1-Jan,Y,N,2.5,10/4/19,CRIS,Los Angeles
1,SR19178116,A,SFR/D,29268,Gary DR  ,CANC,CAN2,STD,"$560,000 ",$293.04 ,"4/3,0,0,0",1911/A,1988/ASR,"126,354/2.9007",71/71,Y,N,2.5,7/26/19,CRIS,Los Angeles
1,SR19217164,A,SFR/D,29315,Abelia RD  ,CANC,CAN2,STD,"$564,990 ",$347.90 ,"4/2,0,1,0",1624/A,1968/ASR,"6,622/0.152",19/19,N,N,2.5,9/16/19,CRIS,Los Angeles
1,SR19213486,A,SFR/D,29104,Poppy Meadow ST  ,CANC,CAN2,STD,"$565,000 ",$471.62 ,"3/2,0,0,0",1198/A,1984/ASR,"9,670/0.222",32/32,Y,N,2.5,9/3/19,CRIS,Los Angeles
1,SR19230278,A,SFR/D,28741,Winterdale DR  ,CANC,CAN2,STD,"$575,000 ",$385.65 ,"3/2,0,1,0",1491/A,1984/ASR,"15,994/0.3672",8-Aug,Y,N,2.5,9/27/19,CRIS,Los Angeles
1,SR19232199,A,SFR/D,14808,Quezada WAY  ,CANC,CAN2,STD,"$585,000 ",$399.59 ,"3/2,0,1,0",1464/A,1983/PUB,"6,277/0.1441",5-May,Y,N,2.5,9/30/19,CRIS,Los Angeles
1,SR19217020,A,SFR/D,28448,Alder Peak AVE  ,CANC,CAN2,STD,"$599,000 ",$470.91 ,"3/2,0,0,0",1272/A,1977/ASR,"12,137/0.2786",23/23,Y,N,2.5,9/12/19,CRIS,Los Angeles
1,SR19235665,A,SFR/D,29636,Parkglen PL  ,CANC,CAN2,STD,"$599,900 ",$306.54 ,"3/2,0,1,0",1957/A,1992/ASR,"13,681/0.3141",1-Jan,N,N,2.5,10/4/19,CRIS,Los Angeles
1,SR19165508,A,SFR/D,14713,Sundance PL  ,CANC,CAN2,STD,"$609,000 ",$248.57 ,"5/3,0,0,0",2450/A,1991/ASR,"5,794/0.133",80/80,Y,N,2.5,7/17/19,CRIS,Los Angeles
1,SR19178315,A,SFR/D,29318,Snapdragon   ,CANC,CAN2,STD,"$615,000 ",$243.08 ,"4/2,1,0,0",2530/A,1968/ASR,"12,829/0.2945",71/71,Y,Y,2.5,7/26/19,CRIS,Los Angeles
1,SR19172831,A,SFR/D,28607,Macklin AVE  ,CANC,CAN2,STD,"$625,000 ",$296.63 ,"4/2,0,0,0",2107/A,1976/ASR,"11,764/0.2701",77/77,Y,Y,2.5,7/20/19,CRIS,Los Angeles
1,SR19229349,A,SFR/D,28224,Ridge View DR  ,CANC,CAN2,STD,"$659,999 ",$263.26 ,"4/3,0,0,0",2507/A,1996/ASR,"7,246/0.1663",8-Aug,Y,N,2.5*,9/27/19,CRIS,Los Angeles
1,SR19233343,A,SFR/D,29621,Sturgeon CT  ,CANC,CAN2,STD,"$674,999 ",$208.33 ,"4/4,0,0,0",3240/A,2011/ASR,"6,399/0.1469",4/132,Y,N,2.5,10/1/19,CRIS,Los Angeles
1,BB19233732,A,SFR/D,29357,Hidden Oak PL  ,CANC,CAN2,STD,"$675,000 ",$285.65 ,"4/3,0,0,0",2363/A,1991/ASR,"7,003/0.1608",2-Feb,Y,Y,2.5,10/3/19,CRMLSM,Los Angeles
1,SR19213313,A,SFR/D,14284,Arches LN  ,CANC,CAN2,STD,"$765,000 ",$277.17 ,"5/2,1,0,0",2760/A,2003/ASR,"9,497/0.218",24/24,Y,Y,2.5,9/11/19,CRIS,Los Angeles
1,CV19231037,A,SFR/D,17920,Maplehurst PL  ,CANC,CAN3,STD,"$689,000 ",$272.22 ,"4/3,0,0,0",2531/A,1999/ASR,"6,077/0.1395",7-Jul,Y,N,3,9/28/19,CRMLSM,Los Angeles
1,SR19198068,A,SFR/D,17744,Sweetgum LN  ,CANC,CAN3,STD,"$695,000 ",$242.08 ,"4/3,0,0,0",2871/A,2005/ASR,"7,328/0.1682",43/43,N,N,2.5,8/23/19,CRIS,Los Angeles
1,SR19141215,A,SFR/D,26541,Brant WAY  ,CANC,CAN3,STD,"$765,000 ",$226.06 ,"5/3,0,0,0",3384/S,2000/ASR,"10,355/0.2377",109/109,Y,N,2.5,6/1/19,CRIS,Los Angeles
1,SR19184597,A,SFR/D,21424,Mayan DR  ,CHT,CHT,STD,"$299,000 ",$325.71 ,"2/2,0,0,0",918/A,1930/ASR,"8,442/0.1938",57/57,Y,N,2.5,8/9/19,CRIS,Los Angeles
1,SR19113676,A,SFR/D,9317,Thompson AVE  ,CHT,CHT,STD,"$489,000 ",$565.97 ,"2/1,0,1,0",864/A,1928/ASR,"5,250/0.1205",143/143,Y,N,2*,5/15/19,CRIS,Los Angeles
1,SR19107473,A,SFR/D,23239,Valley Circle BLVD  ,CHT,CHT,STD,"$490,000 ",$351.51 ,"2/1,0,1,0",1394/AP,1928/ASR,"8,314/0.1909",150/150,Y,N,2.5,5/8/19,CRIS,Los Angeles
1,SR19214000,A,SFR/A,9238,Lakeview   ,CHT,CHT,STD,"$550,000 ",$690.95 ,"2/1,0,0,0",796/A,1943/ASR,"6,801/0.1561",29/29,Y,N,2.5,9/6/19,CRIS,Los Angeles
1,SR19195583,A,SFR/D,10212,Jordan AVE  ,CHT,CHT,STD,"$589,750 ",$492.28 ,"3/2,0,0,0",1198/A,1957/ASR,"7,504/0.1723",34/34,Y,N,2.5,8/17/19,CRIS,Los Angeles
1,SR19204684,A,SFR/D,20430,Marilla ST  ,CHT,CHT,STD,"$639,000 ",$450.00 ,"3/2,0,0,0",1420/A,1959/ASR,"8,762/0.2011",39/39,N,Y,2.5,8/27/19,CRIS,Los Angeles
1,SR19175119,A,SFR/D,10119,OWENSMOUTH   ,CHT,CHT,STD,"$645,000 ",$348.65 ,"4/3,0,0,0",1850/A,1957/ASR,"8,939/0.2052",74/74,Y,N,1.5,7/23/19,CRIS,Los Angeles
1,SR19233155,A,SFR/D,21905,Germain ST  ,CHT,CHT,STD,"$678,000 ",$383.48 ,"3/3,0,0,0",1768/A,1976/ASR,"7,506/0.1723",2-Feb,Y,Y,2.5,10/3/19,CRIS,Los Angeles
1,SR19198617,A,SFR/D,21114,Lemarsh ST  ,CHT,CHT,STD,"$689,000 ",$355.15 ,"3/2,0,0,0",1940/A,1979/ASR,"8,710/0.2",47/47,N,N,2.5,8/19/19,CRIS,Los Angeles
1,SR19159817,A,SFR/D,10411,Jordan AVE  ,CHT,CHT,STD,"$699,000 ",$335.73 ,"4/2,0,1,0",2082/A,1977/ASR,"5,486/0.1259",89/89,Y,Y,2.5,7/3/19,CRIS,Los Angeles
1,SR19233486,A,SFR/D,19851,Citronia ST  ,CHT,CHT,STD,"$725,000 ",$386.05 ,"3/2,0,0,0",1878/A,1958/ASR,"7,503/0.1722",1-Jan,Y,Y,2.5,10/4/19,CRIS,Los Angeles
1,SR19233734,A,SFR/D,22015,Liggett ST  ,CHT,CHT,STD,"$749,000 ",$306.97 ,"5/3,0,0,0",2440/A,1979/ASR,"8,311/0.1908",3-Mar,Y,N,2.5,10/2/19,CRIS,Los Angeles
1,OC19174864,A,SFR/D,19951,Labrador ST  ,CHT,CHT,STD,"$749,000 ",$274.86 ,"4/3,0,0,0",2725/S,1957/ASR,"7,001/0.1607",74/74,Y,N,2.5,7/23/19,CRMLSM,Los Angeles
1,SR19233554,A,SFR/D,9736,Oakdale AVE  ,CHT,CHT,STD,"$775,000 ",$330.91 ,"4/3,0,0,0",2342/A,1958/ASR,"7,550/0.1733",2-Feb,N,Y,2.5,10/3/19,CRIS,Los Angeles
1,SR19199538,A,SFR/D,22125,Devonshire ST  ,CHT,CHT,STD,"$780,000 ",$348.84 ,"4/3,0,0,0",2236/A,1999/ASR,"6,782/0.1557",42/42,Y,N,2,8/24/19,CRIS,Los Angeles
1,SR19222878,A,SFR/D,10600,Overman AVE  ,CHT,CHT,STD,"$839,900 ",$347.50 ,"4/4,0,0,0",2417/A,1964/ASR,"12,564/0.2884",17/255,Y,N,2.5,9/18/19,CRIS,Los Angeles
1,SR19203696,A,SFR/D,20541,Kingsbury ST  ,CHT,CHT,STD,"$849,000 ",$334.78 ,"4/3,0,0,0",2536/A,1981/ASR,"12,649/0.2904",23/23,N,Y,2.5,9/12/19,CRIS,Los Angeles
1,SR19206756,A,SFR/D,20624,Romar ST  ,CHT,CHT,STD,"$859,000 ",$285.86 ,"4/3,0,0,0",3005/O,1965/ASR,"8,997/0.2065",37/190,N,Y,2.5,8/29/19,CRIS,Los Angeles
1,SR19226022,A,SFR/A,19707,Tuba ST  ,CHT,CHT,STD,"$899,999 ",$383.79 ,"4/3,0,0,0",2345/A,1977/ASR,"12,895/0.296",11-Nov,N,Y,2.5,9/24/19,CRIS,Los Angeles
501,DW19209059,A,SFR/D,19846,Mayall ST  ,CHT,CHT,STD,"$940,000 ",$332.39 ,"5/3,0,0,0",2828/A,1973/ASR,"10,995/0.2524",31/31,,Y,2.5,9/4/19,CRMLSM,Los Angeles
501,SR19224687,A,SFR/D,20300,Fullbright PL  ,CHT,CHT,STD,"$949,900 ",$327.55 ,"5/3,0,0,0",2900/A,1965/ASR,"11,561/0.2654",15/15,N,Y,2.5,9/20/19,CRIS,Los Angeles
501,CV19161034,A,SFR/D,20470,Nashville ST  ,CHT,CHT,STD,"$1,198,888 ",$278.16 ,"5/3,0,1,0",4310/A,1974/ASR,"17,589/0.4038",88/88,Y,Y,2.5,7/9/19,CRMLSM,Los Angeles
501,SR19165077,A,SFR/D,9832,Baden AVE  ,CHT,CHT,STD,"$1,275,000 ",$328.61 ,"4/4,0,0,0",3880/A,1989/ASR,"25,370/0.5824",85/85,N,Y,2.5,7/12/19,CRIS,Los Angeles
501,SR19196431,A,SFR/D,9628,Kentland AVE  ,CHT,CHT,STD,"$1,289,000 ",$442.80 ,"3/3,0,1,0",2911/A,1987/ASR,"18,830/0.4323",50/50,Y,Y,2.5,8/16/19,CRIS,Los Angeles
501,SR19119221,A,SFR/D,29539,Cromwell AVE  ,CAST,CJCT,STD,"$470,000 ",$330.06 ,"3/2,0,0,0",1424/A,1983/ASR,"4,885/0.1121",137/252,Y,Y,2.5,5/21/19,CRIS,Los Angeles
501,IV19217686,A,SFR/D,32527,The Old RD  ,CAST,CJCT,STD,"$624,999 ",$280.77 ,"4/3,0,0,0",2226/A,2000/ASR,"10,652/0.2445",24/24,N,N,2.5,9/11/19,CRMLSM,Los Angeles
501,SR19200528,A,SFR/A,28616,Cloverleaf PL  ,CAST,CJCT,STD,"$629,900 ",$297.83 ,"5/3,0,0,0",2115/A,1989/ASR,"5,668/0.1301",45/45,Y,N,2,8/21/19,CRIS,Los Angeles
501,SR19236403,A,SFR/D,22629,Cardiff DR  ,SAU,CJRC,STD,"$750,000 ",$397.88 ,"3/3,0,0,0",1885/A,1986/ASR,"7,203/0.1654",0/136,N,Y,2,10/5/19,CRIS,Los Angeles
501,SR19142609,A,SFR/D,21927,Parvin DR  ,SAU,CJRC,"STD,TRUS","$875,000 ",$335.89 ,"3/2,0,1,0",2605/A,1988/ASR,"55,768/1.2803",100/100,Y,Y,2.75,6/27/19,CRIS,Los Angeles
501,SR19118642,A,SFR/D,21840,Parvin DR  ,SAU,CJRC,STD,"$1,199,999 ",$348.74 ,"4/3,0,0,0",3441/A,1988/ASR,"33,952/0.7794",142/142,Y,Y,2,5/8/19,CRIS,Los Angeles
501,SR19199189,A,SFR/D,26124,Roymor DR  ,CLB,CLB,STD,"$849,000 ",$476.70 ,"4/1,1,0,0",1781/A,1964/ASR,"9,877/0.2267",45/45,Y,Y,2.5,8/21/19,CRIS,Los Angeles
501,PW19232052,A,SFR/D,3528,Mesquite DR  ,CLB,CLB,STD,"$849,900 ",$448.50 ,"4/3,0,0,0",1895/AP,2018/BLD,"5,502/0.1263",5/279,Y,N,2.5,9/30/19,CRMLSM,Los Angeles
501,SR19157890,A,SFR/D,4135,Lost Springs DR  ,CLB,CLB,STD,"$926,000 ",$460.70 ,"4/2,0,1,0",2010/A,1988/ASR,"4,413/0.1013",93/93,Y,N,2.5,7/4/19,CRIS,Los Angeles
501,SR19149142,A,SFR/D,22673,Jameson DR  ,CLB,CLB,STD,"$1,049,000 ",$428.34 ,"4/3,0,0,0",2449/A,1965/ASR,"11,189/0.2569",102/102,Y,N,2.5,6/24/19,CRIS,Los Angeles
501,SR19209943,A,SFR/D,4133,Pulido CT  ,CLB,CLB,STD,"$1,199,000 ",$543.27 ,"3/2,0,1,0",2207/A,1969/ASR,"13,175/0.3025",24/88,Y,Y,2.5,9/11/19,CRIS,Los Angeles
501,SR19177580,A,SFR/D,23714,Valley View   ,CLB,CLB,STD,"$1,199,000 ",$538.15 ,"3/2,0,1,0",2228/D,2019/ASR,"5,119/0.1175",71/71,Y,N,2.5,7/26/19,CRIS,Los Angeles
501,SR19218225,A,SFR/D,22408,Liberty Bell RD  ,CLB,CLB,STD,"$1,299,000 ",$478.63 ,"4/2,0,1,0",2714/A,1975/ASR,"10,438/0.2396",22/68,N,Y,2.5,9/13/19,CRIS,Los Angeles
501,SR19160988,A,SFR/D,24840,Paseo Primario   ,CLB,CLB,STD,"$1,599,000 ",$493.52 ,"6/4,0,0,0",3240/A,1993/ASR,"9,419/0.2162",88/88,N,Y,2.5,7/9/19,CRIS,Los Angeles
501,SR19211442,A,SFR/D,24718,Hermosilla CT  ,CLB,CLB,STD,"$1,675,000 ",$583.42 ,"4/3,0,1,0",2871/A,1980/ASR,"6,734/0.1546",26/26,Y,Y,2.5,9/9/19,CRIS,Los Angeles
501,SR19226416,A,SFR/D,25174,Mulholland   ,CLB,CLB,TRUS,"$1,799,000 ",$521.30 ,"4/3,0,1,0",3451/O,1988/ASR,"189,414/4.3483",4-Apr,Y,N,2.5,10/1/19,CRIS,Los Angeles
501,IV19228024,A,SFR/D,24520,Dry Canyon Cold Creek RD  ,CLB,CLB,REO,"$1,885,900 ",$439.40 ,"4/4,0,0,0",4292/A,1985/ASR,"89,112/2.0457",5-May,Y,Y,3,9/24/19,CRMLSM,Los Angeles
